row	weekday	time	conf	national_tv	opp_win_p	opp_all_stars	win_p	attendance
3801	Tu	7:00 pm	conference	Yes	40% - 60%	1	0.5678361262312883	16251
3802	Fr	7:00 pm	conference	No	More than 60%	0	0.29254310647101256	17676
3803	Su	5:00 pm	Non-Conference	Yes	More than 60%	1	0.38709223901383993	13936
3804	Th	2:00 pm	conference	No	40% - 60%	1	0.247111501493203	12357
3805	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.381503161673284	10263
3806	Su	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.4580843258666589	10432
3807	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.6049652418679827	16153
3808	Su	2:00 pm	Non-Conference	No	40% - 60%	1	0.5030914879112636	11122
3809	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.5749765240014563	8000
3810	Th	5:00 pm	conference	Yes	40% - 60%	1	0.4240572119952766	14569
3811	M	7:00 pm	Rivalry	Yes	40% - 60%	1	0.34916910386249245	20998
3812	M	5:00 pm	conference	Yes	More than 60%	0	0.46663508442540413	15552
3813	M	5:00 pm	Non-Conference	Yes	More than 60%	3	0.3871597821875175	15078
3814	Tu	7:00 pm	Non-Conference	No	40% - 60%	3	0.43522375006605324	13729
3815	M	5:00 pm	conference	Yes	Less than 40%	1	0.670736085769547	12396
3816	Su	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.3522099099866135	9894
3817	M	7:00 pm	conference	No	40% - 60%	0	0.40964581692443847	14771
3818	Tu	7:00 pm	conference	Yes	More than 60%	0	0.6842375919304517	16687
3819	Sa	2:00 pm	Non-Conference	No	Less than 40%	3	0.41164400763966286	11861
3820	Th	5:00 pm	Rivalry	No	40% - 60%	0	0.5261702165241358	18796
3821	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.4539128960891887	11925
3822	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.4687996528878366	13212
3823	Th	7:00 pm	conference	No	40% - 60%	1	0.5257139862065153	16703
3824	Th	5:00 pm	conference	No	40% - 60%	0	0.4502237660651831	14186
3825	Th	5:00 pm	conference	Yes	More than 60%	0	0.36534864296872804	15712
3826	M	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.34491651960063463	9535
3827	M	7:00 pm	conference	No	Less than 40%	1	0.4599959772851204	13503
3828	Tu	2:00 pm	Rivalry	No	More than 60%	2	0.6536931328834392	21315
3829	Su	5:00 pm	Rivalry	Yes	More than 60%	2	0.5631447135385683	22771
3830	Th	5:00 pm	conference	No	More than 60%	0	0.5019086776018835	15472
3831	Su	5:00 pm	Non-Conference	No	40% - 60%	0	0.37257422448720995	11173
3832	Th	5:00 pm	conference	No	40% - 60%	1	0.6357987391683321	14276
3833	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.46568956211121654	9207
3834	W	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.4543545705855125	13115
3835	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.4868986233828766	10682
3836	Tu	5:00 pm	conference	No	Less than 40%	1	0.3498696914256122	11969
3837	M	5:00 pm	Rivalry	No	40% - 60%	0	0.38163725028543993	18470
3838	Su	5:00 pm	Non-Conference	No	40% - 60%	0	0.4119190775202783	11673
3839	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.4683658484403913	12686
3840	Fr	5:00 pm	Non-Conference	No	40% - 60%	1	0.6469008050060325	13550
3841	Su	5:00 pm	conference	Yes	More than 60%	1	0.5214403699588982	16897
3842	W	5:00 pm	conference	No	Less than 40%	0	0.4498446149183359	11293
3843	W	5:00 pm	Non-Conference	Yes	More than 60%	0	0.7980432636999241	11925
3844	W	5:00 pm	Non-Conference	No	40% - 60%	1	0.4725067531616066	11815
3845	Th	5:00 pm	Non-Conference	No	40% - 60%	2	0.5991803168084395	13321
3846	Sa	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5371857422036685	15034
3847	Fr	7:00 pm	conference	Yes	Less than 40%	0	0.6148286918114622	13549
3848	Fr	7:00 pm	Rivalry	Yes	40% - 60%	1	0.5876200294452758	21671
3849	Sa	7:00 pm	Non-Conference	Yes	More than 60%	0	0.5410072163346064	15139
3850	W	2:00 pm	Non-Conference	No	40% - 60%	2	0.4316284128052065	11135
3851	Fr	5:00 pm	Non-Conference	No	More than 60%	1	0.46206919588682294	14788
3852	W	2:00 pm	Non-Conference	No	More than 60%	0	0.48706482996467737	10751
3853	Fr	5:00 pm	Non-Conference	No	Less than 40%	1	0.36429337326858013	10464
3854	Su	7:00 pm	Non-Conference	Yes	More than 60%	0	0.49580678115592436	13477
3855	Fr	7:00 pm	Rivalry	Yes	40% - 60%	2	0.49815076185577406	22423
3856	Tu	5:00 pm	Non-Conference	No	40% - 60%	0	0.51321124559441	11496
3857	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.6485237562566109	12245
3858	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.33347843441105307	9783
3859	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.5629003779984846	12098
3860	M	7:00 pm	conference	Yes	More than 60%	0	0.18274747436555966	15372
3861	Sa	7:00 pm	Rivalry	No	More than 60%	0	0.6130773300521356	24394
3862	Th	7:00 pm	conference	No	Less than 40%	3	0.3854027939934189	15285
3863	Fr	7:00 pm	conference	No	40% - 60%	1	0.6263652345213271	17540
3864	M	5:00 pm	Rivalry	Yes	40% - 60%	0	0.6065031746954535	18444
3865	Sa	7:00 pm	Non-Conference	No	40% - 60%	1	0.48832187578225783	15226
3866	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.3688888241557162	11057
3867	Tu	7:00 pm	conference	No	40% - 60%	1	0.46108921220743426	14982
3868	Su	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5454151541101626	11754
3869	Fr	5:00 pm	conference	Yes	More than 60%	1	0.4203301610406909	17112
3870	W	7:00 pm	Non-Conference	Yes	More than 60%	1	0.47114088996766623	13687
3871	M	5:00 pm	conference	No	More than 60%	0	0.5486168533989028	16718
3872	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.6384649429962458	12099
3873	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.5131422417737791	11007
3874	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	3	0.5988992995830469	13682
3875	Sa	2:00 pm	Rivalry	Yes	Less than 40%	0	0.46138784167659236	16899
3876	Tu	5:00 pm	Non-Conference	No	Less than 40%	3	0.5090412946547823	11885
3877	M	5:00 pm	Non-Conference	No	Less than 40%	2	0.4170024869168115	10667
3878	W	7:00 pm	Non-Conference	No	Less than 40%	2	0.5787746642333221	11339
3879	Fr	5:00 pm	conference	No	40% - 60%	1	0.4371243975568809	15260
3880	Sa	2:00 pm	Non-Conference	No	40% - 60%	3	0.6191469109310452	14560
3881	M	5:00 pm	conference	Yes	Less than 40%	1	0.5638554450338507	12580
3882	W	5:00 pm	conference	No	40% - 60%	3	0.47679153957121495	16077
3883	Tu	7:00 pm	Non-Conference	Yes	More than 60%	0	0.403256466296762	13389
3884	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.46427831650314977	13344
3885	Tu	5:00 pm	Non-Conference	Yes	More than 60%	1	0.4749420067224852	12921
3886	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.35420893599397474	12130
3887	Tu	5:00 pm	conference	Yes	40% - 60%	2	0.4539407101527692	15516
3888	Tu	2:00 pm	conference	Yes	Less than 40%	1	0.6270031294705205	10160
3889	Sa	7:00 pm	Rivalry	No	More than 60%	0	0.49896293101401873	22883
3890	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.5934332797305606	11963
3891	W	2:00 pm	conference	Yes	Less than 40%	1	0.6229152315318514	10255
3892	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.558588185061559	12898
3893	M	7:00 pm	conference	No	More than 60%	1	0.43402423413024555	16883
3894	Su	7:00 pm	Rivalry	No	40% - 60%	0	0.4576862750334364	20340
3895	Tu	7:00 pm	Non-Conference	No	Less than 40%	1	0.4495694200032121	10576
3896	Sa	5:00 pm	conference	No	Less than 40%	1	0.538774543661929	14027
3897	Su	7:00 pm	conference	Yes	Less than 40%	0	0.5844399212527044	13276
3898	M	5:00 pm	Non-Conference	No	More than 60%	0	0.6433974978948915	12733
3899	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.4813332070384623	11616
3900	M	5:00 pm	Non-Conference	No	40% - 60%	2	0.45723857300883197	12887
3901	Th	5:00 pm	conference	No	Less than 40%	3	0.5933122180793766	14505
3902	W	7:00 pm	conference	Yes	40% - 60%	2	0.5222239523096948	16699
3903	Tu	5:00 pm	conference	Yes	More than 60%	1	0.4467244184772349	15509
3904	M	5:00 pm	conference	Yes	40% - 60%	2	0.6021644620845339	15018
3905	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6362250796423973	11871
3906	Tu	7:00 pm	conference	Yes	More than 60%	0	0.5456008184370764	15580
3907	Su	7:00 pm	Non-Conference	No	More than 60%	0	0.6416041896350083	14393
3908	Su	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.6319365792651697	12554
3909	W	5:00 pm	Non-Conference	No	More than 60%	1	0.5891751320622178	13923
3910	Tu	5:00 pm	Non-Conference	No	More than 60%	1	0.6122673076948967	13343
3911	Fr	5:00 pm	conference	No	Less than 40%	2	0.4080115234324833	15073
3912	Su	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.45437102843235966	11121
3913	Th	5:00 pm	Rivalry	No	More than 60%	0	0.44007058114564085	20291
3914	M	7:00 pm	Non-Conference	No	More than 60%	1	0.6222272598361942	14108
3915	Tu	2:00 pm	conference	Yes	More than 60%	2	0.660193185136212	16047
3916	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.4193429802769743	11823
3917	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.6571032653804452	8615
3918	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.6186366424103747	16349
3919	Tu	2:00 pm	conference	No	Less than 40%	1	0.44267405850635266	10255
3920	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.5623408828195329	12639
3921	Th	5:00 pm	Rivalry	No	Less than 40%	0	0.5390287911797503	16385
3922	Sa	7:00 pm	conference	No	More than 60%	0	0.4042225197200436	18629
3923	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.6036452150737048	12562
3924	W	7:00 pm	Non-Conference	No	More than 60%	0	0.33690902427486646	13508
3925	Sa	5:00 pm	Non-Conference	No	More than 60%	2	0.5519904442643091	15986
3926	Su	5:00 pm	Rivalry	Yes	More than 60%	0	0.6345051677100952	21368
3927	Su	5:00 pm	conference	Yes	40% - 60%	1	0.5655119797560404	14848
3928	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5863235759260953	12636
3929	M	7:00 pm	Rivalry	Yes	Less than 40%	0	0.28666705764600486	16545
3930	W	5:00 pm	Rivalry	Yes	Less than 40%	1	0.4491568472126129	17006
3931	Sa	7:00 pm	conference	Yes	Less than 40%	1	0.4402776979464781	15348
3932	Th	5:00 pm	conference	No	40% - 60%	1	0.564844969804024	14352
3933	W	7:00 pm	conference	Yes	Less than 40%	1	0.4299497409491624	13072
3934	W	5:00 pm	conference	Yes	40% - 60%	0	0.59966572500547	13446
3935	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.4368926538967124	11135
3936	Su	7:00 pm	conference	Yes	More than 60%	0	0.6426024749993728	18173
3937	Th	5:00 pm	Rivalry	Yes	40% - 60%	1	0.6221986505754266	19087
3938	W	7:00 pm	conference	Yes	Less than 40%	1	0.28570666425140717	12734
3939	Th	5:00 pm	Non-Conference	Yes	More than 60%	0	0.551202056835099	13206
3940	Sa	5:00 pm	conference	No	40% - 60%	0	0.3933282702331964	15632
3941	W	7:00 pm	conference	No	40% - 60%	0	0.3792444855330942	13851
3942	W	7:00 pm	conference	Yes	40% - 60%	0	0.524549243910408	14331
3943	Sa	7:00 pm	Non-Conference	Yes	More than 60%	1	0.48335609728678847	16003
3944	Tu	5:00 pm	Non-Conference	No	More than 60%	0	0.5332908863803488	12226
3945	M	2:00 pm	Non-Conference	Yes	More than 60%	3	0.4525895877674159	13368
3946	W	7:00 pm	Non-Conference	No	More than 60%	0	0.46397560727704357	13735
3947	W	5:00 pm	conference	Yes	40% - 60%	0	0.43501216371913	13632
3948	Su	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.4529029100433848	11776
3949	M	5:00 pm	Non-Conference	Yes	More than 60%	1	0.33035387207089895	13515
3950	Th	7:00 pm	conference	Yes	Less than 40%	3	0.5379896796373799	15018
3951	Tu	5:00 pm	Rivalry	No	40% - 60%	0	0.7455253678867875	18243
3952	Tu	7:00 pm	conference	No	Less than 40%	2	0.6813622031493961	14965
3953	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5230736792219188	9151
3954	W	5:00 pm	Non-Conference	No	40% - 60%	1	0.567737066043264	10274
3955	Tu	7:00 pm	Non-Conference	Yes	More than 60%	0	0.7228890078569794	13859
3956	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.49654449635784403	8867
3957	Tu	5:00 pm	Non-Conference	No	40% - 60%	1	0.4064648214967057	11575
3958	Sa	7:00 pm	conference	Yes	More than 60%	2	0.45654347207771234	19762
3959	Th	7:00 pm	Non-Conference	Yes	More than 60%	0	0.47259069543581544	13579
3960	Sa	5:00 pm	conference	Yes	Less than 40%	3	0.6458440459822127	16251
3961	Su	7:00 pm	conference	No	40% - 60%	0	0.6496312868206062	16359
3962	Tu	7:00 pm	Rivalry	No	More than 60%	0	0.5540321979455056	22246
3963	Th	7:00 pm	conference	Yes	40% - 60%	2	0.5036037524382542	17117
3964	M	7:00 pm	Non-Conference	Yes	Less than 40%	3	0.4496131068671848	12049
3965	W	7:00 pm	conference	Yes	More than 60%	3	0.3304167991238789	19666
3966	Su	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.3923903175020213	9619
3967	Th	2:00 pm	conference	No	40% - 60%	3	0.519624541313717	14780
3968	Su	2:00 pm	Non-Conference	No	40% - 60%	1	0.5196225170305202	11097
3969	Th	7:00 pm	Non-Conference	No	More than 60%	1	0.3158270729296059	14285
3970	Su	2:00 pm	Non-Conference	Yes	More than 60%	0	0.6037584857922574	10099
3971	W	5:00 pm	conference	Yes	Less than 40%	0	0.5799586691383579	11161
3972	M	5:00 pm	Non-Conference	No	Less than 40%	1	0.7323647182310775	9668
3973	Th	7:00 pm	Rivalry	No	Less than 40%	0	0.3714344750016678	16902
3974	W	7:00 pm	Non-Conference	Yes	More than 60%	0	0.5080346058653714	13460
3975	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.6053954779734111	12475
3976	Th	5:00 pm	Rivalry	No	Less than 40%	0	0.42178798754270996	16963
3977	W	7:00 pm	conference	Yes	Less than 40%	0	0.4984381620123034	12089
3978	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.41601777673831025	9962
3979	Fr	5:00 pm	conference	Yes	40% - 60%	1	0.4939751165702284	14267
3980	W	7:00 pm	conference	Yes	40% - 60%	1	0.6409806486923325	15207
3981	M	5:00 pm	Non-Conference	No	More than 60%	1	0.6104313394322879	13858
3982	Sa	7:00 pm	Non-Conference	No	40% - 60%	0	0.584352119214842	13415
3983	M	7:00 pm	conference	No	40% - 60%	0	0.5700413080023646	14478
3984	W	5:00 pm	Non-Conference	No	40% - 60%	0	0.4070927902996416	10888
3985	M	2:00 pm	Rivalry	No	Less than 40%	2	0.5919776948510342	16883
3986	W	5:00 pm	conference	No	40% - 60%	0	0.5365489268806848	14223
3987	Th	5:00 pm	conference	No	Less than 40%	0	0.6759351400358128	13197
3988	Tu	2:00 pm	Non-Conference	Yes	More than 60%	1	0.5418463508949091	10413
3989	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4341592722254544	10010
3990	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.5754676788855997	13008
3991	Sa	7:00 pm	Non-Conference	No	40% - 60%	2	0.5730491762344356	15701
3992	M	7:00 pm	Non-Conference	No	More than 60%	0	0.5690647138317014	13802
3993	Th	7:00 pm	Rivalry	No	40% - 60%	0	0.6549585052577417	20132
3994	Su	7:00 pm	conference	Yes	Less than 40%	1	0.5061813846966449	14061
3995	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.24782479289342324	15008
3996	Tu	2:00 pm	conference	No	40% - 60%	0	0.43533876693614076	11199
3997	M	5:00 pm	conference	No	40% - 60%	0	0.5701308732268837	13997
3998	M	5:00 pm	Rivalry	Yes	40% - 60%	1	0.4631871833970902	18337
3999	W	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.45182724317354384	11347
4000	Sa	7:00 pm	conference	No	40% - 60%	1	0.4415779590810326	17599
4001	Su	5:00 pm	Rivalry	No	40% - 60%	1	0.44660712853892814	21049
4002	Sa	2:00 pm	Non-Conference	Yes	More than 60%	1	0.4673415513186021	13221
4003	Fr	5:00 pm	conference	No	40% - 60%	1	0.5679136621790787	15668
4004	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4953391814842361	13061
4005	M	7:00 pm	conference	No	40% - 60%	2	0.5170503392356981	17161
4006	M	2:00 pm	Non-Conference	Yes	Less than 40%	1	0.35594075879305687	7499
4007	Th	5:00 pm	conference	No	More than 60%	0	0.537439592586611	16291
4008	Fr	5:00 pm	conference	No	More than 60%	0	0.355152147763539	15613
4009	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.7387740462243544	12291
4010	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.39209289625389177	10860
4011	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5446440478015311	8747
4012	M	5:00 pm	Non-Conference	No	Less than 40%	1	0.46830691935010765	9999
4013	M	7:00 pm	conference	Yes	More than 60%	0	0.48999207482683843	16499
4014	Fr	2:00 pm	conference	No	More than 60%	1	0.4356672846289965	15361
4015	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.503770449497484	10785
4016	W	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.5814865125397094	13998
4017	Fr	7:00 pm	conference	No	40% - 60%	0	0.4826280327726933	15921
4018	Th	5:00 pm	Rivalry	No	More than 60%	0	0.48781636654335653	21200
4019	Fr	7:00 pm	conference	No	More than 60%	2	0.4502986952359346	20115
4020	Tu	5:00 pm	Non-Conference	Yes	More than 60%	1	0.5279950252207763	13654
4021	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.3839469541740563	9465
4022	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.3641188431831649	10289
4023	M	2:00 pm	Non-Conference	Yes	Less than 40%	1	0.44073176380750173	6529
4024	Sa	5:00 pm	conference	No	40% - 60%	1	0.5905878555195485	16832
4025	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4168951222394488	13049
4026	M	5:00 pm	conference	No	More than 60%	0	0.4775114444817179	16841
4027	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.37688160393601866	12176
4028	M	7:00 pm	Non-Conference	Yes	More than 60%	1	0.37044095009952804	15391
4029	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.503572276464966	12282
4030	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.5076684813021948	11284
4031	Tu	7:00 pm	Non-Conference	No	Less than 40%	1	0.4419960442491553	11079
4032	W	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.44900635369815334	9626
4033	Fr	5:00 pm	Non-Conference	No	40% - 60%	0	0.3972931697463832	11487
4034	M	7:00 pm	conference	Yes	40% - 60%	3	0.611133887922118	16842
4035	W	5:00 pm	conference	Yes	40% - 60%	1	0.4408644114442121	14120
4036	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5463751706617918	8495
4037	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.2636227585414198	13766
4038	Su	7:00 pm	conference	No	Less than 40%	1	0.3948762964515115	14934
4039	Tu	7:00 pm	conference	Yes	Less than 40%	3	0.7245089442800879	15377
4040	Su	7:00 pm	Rivalry	Yes	Less than 40%	0	0.3876763495456177	17484
4041	Th	5:00 pm	Rivalry	No	Less than 40%	1	0.38214532917543415	17166
4042	Tu	5:00 pm	conference	Yes	Less than 40%	0	0.6089018077164019	10688
4043	Su	7:00 pm	conference	Yes	Less than 40%	0	0.5125234531208251	13322
4044	Th	7:00 pm	conference	No	40% - 60%	0	0.598883491894745	15252
4045	W	5:00 pm	Non-Conference	No	Less than 40%	0	0.5817584814788052	10249
4046	W	7:00 pm	Non-Conference	No	More than 60%	0	0.297000483536198	12663
4047	Fr	5:00 pm	Non-Conference	Yes	More than 60%	3	0.5805860379374106	15251
4048	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.35186533798123226	12446
4049	Th	7:00 pm	conference	No	More than 60%	0	0.6434656870044981	17041
4050	Fr	7:00 pm	conference	Yes	More than 60%	0	0.3778407969004835	17002
4051	Fr	5:00 pm	conference	No	More than 60%	0	0.5809700899547181	17244
4052	Fr	5:00 pm	Non-Conference	No	Less than 40%	1	0.5108636084353952	10571
4053	W	7:00 pm	Rivalry	Yes	More than 60%	2	0.514595865544245	23893
4054	Sa	5:00 pm	conference	Yes	Less than 40%	0	0.4821366693650486	12304
4055	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.518373762821866	10379
4056	Su	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.44262010212082176	11514
4057	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.5499530504008507	10442
4058	Su	7:00 pm	Non-Conference	No	More than 60%	0	0.6129710497928131	14295
4059	Th	5:00 pm	Rivalry	No	Less than 40%	1	0.5047975214674161	17619
4060	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.485798409739967	12690
4061	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5213539080987988	12031
4062	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6488787211899275	12178
4063	Su	5:00 pm	Non-Conference	No	More than 60%	0	0.24811162612521898	14113
4064	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.5374847256818883	12524
4065	Fr	5:00 pm	Non-Conference	No	Less than 40%	1	0.6017585304887935	11088
4066	W	7:00 pm	Rivalry	No	Less than 40%	1	0.4289750737102754	19006
4067	W	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.4298086013461198	12320
4068	Fr	7:00 pm	Rivalry	No	40% - 60%	0	0.5096955701888239	21039
4069	Th	2:00 pm	Non-Conference	Yes	More than 60%	1	0.4941876557057797	11811
4070	W	5:00 pm	Non-Conference	No	Less than 40%	3	0.6467738421563408	11804
4071	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.4275950808570657	12863
4072	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.43857083108112316	13588
4073	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.32295818636516405	12022
4074	Th	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.6033604354243511	11983
4075	Su	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.5768440306434744	13482
4076	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.6885888147564114	10994
4077	W	7:00 pm	conference	No	40% - 60%	1	0.45052841470217125	15637
4078	M	7:00 pm	Rivalry	No	More than 60%	0	0.6409245626241484	22265
4079	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5176486968485859	13637
4080	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.48418159449014186	10547
4081	Sa	5:00 pm	Rivalry	No	More than 60%	1	0.5897829778255316	23951
4082	Sa	5:00 pm	conference	Yes	40% - 60%	1	0.3753664224772606	15686
4083	Fr	5:00 pm	Non-Conference	No	40% - 60%	1	0.5069152329465768	12861
4084	M	5:00 pm	conference	Yes	Less than 40%	1	0.5650336405168277	12819
4085	M	2:00 pm	conference	Yes	40% - 60%	0	0.4657698527396689	11162
4086	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5643351537979405	11326
4087	Th	5:00 pm	Non-Conference	Yes	40% - 60%	3	0.5357870985795652	13712
4088	Su	2:00 pm	Non-Conference	No	More than 60%	1	0.625760394071067	12909
4089	M	7:00 pm	conference	No	40% - 60%	0	0.6517259758989387	14229
4090	W	5:00 pm	Non-Conference	No	More than 60%	3	0.5378562678911928	15897
4091	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5032333924140895	11026
4092	Th	7:00 pm	conference	Yes	40% - 60%	1	0.4021087448057075	15200
4093	Fr	7:00 pm	conference	No	Less than 40%	0	0.5574765741818255	14050
4094	Fr	5:00 pm	conference	Yes	More than 60%	1	0.5293403617314251	18101
4095	Sa	2:00 pm	Non-Conference	No	40% - 60%	0	0.37837121124780204	11164
4096	Sa	7:00 pm	Rivalry	Yes	More than 60%	0	0.5302356323566979	22356
4097	Su	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5168844521362154	9835
4098	Fr	5:00 pm	Non-Conference	No	Less than 40%	1	0.45278035277405576	10957
4099	Su	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5215922121963483	12451
4100	Su	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.5439512589309726	12592
4101	Fr	5:00 pm	Non-Conference	No	Less than 40%	2	0.4650938456554137	11509
4102	Su	5:00 pm	conference	No	40% - 60%	0	0.6730394215535473	15161
4103	Th	2:00 pm	Non-Conference	Yes	40% - 60%	1	0.42070006031283164	9173
4104	Fr	7:00 pm	conference	Yes	40% - 60%	3	0.32272627253945263	18329
4105	Su	7:00 pm	Non-Conference	No	Less than 40%	3	0.5209215931515864	13604
4106	Tu	7:00 pm	Non-Conference	Yes	More than 60%	0	0.500257138133626	12644
4107	Sa	2:00 pm	conference	Yes	Less than 40%	3	0.5745377392777632	14363
4108	W	5:00 pm	conference	No	Less than 40%	1	0.4321512060970498	12765
4109	Th	7:00 pm	Rivalry	Yes	More than 60%	2	0.5549773985616357	23734
4110	Su	2:00 pm	conference	Yes	40% - 60%	0	0.6321727029831445	12800
4111	W	5:00 pm	Non-Conference	Yes	More than 60%	1	0.30551193243188624	13102
4112	Th	2:00 pm	Non-Conference	Yes	More than 60%	1	0.523319364043029	11362
4113	W	5:00 pm	conference	Yes	More than 60%	0	0.4175935263082464	15089
4114	Th	5:00 pm	Rivalry	Yes	More than 60%	1	0.40562012640717127	21608
4115	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.5151909645137687	9920
4116	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5621527225973946	11906
4117	W	7:00 pm	Non-Conference	No	More than 60%	2	0.6756627949868783	16024
4118	Tu	5:00 pm	conference	Yes	Less than 40%	0	0.6151405205519876	11013
4119	Tu	5:00 pm	Rivalry	No	40% - 60%	1	0.6113274649416623	20182
4120	Su	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6375230153114332	12574
4121	W	5:00 pm	conference	Yes	Less than 40%	0	0.3970933727555045	11885
4122	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.46868208077363727	12600
4123	Fr	7:00 pm	conference	No	More than 60%	1	0.5137325604100937	19540
4124	Fr	7:00 pm	conference	No	More than 60%	0	0.5701124854485315	17905
4125	Sa	5:00 pm	Non-Conference	No	Less than 40%	0	0.56149378952369	10531
4126	Fr	5:00 pm	conference	Yes	40% - 60%	0	0.44981119732669916	14019
4127	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.4224479381650622	10965
4128	W	2:00 pm	Non-Conference	No	More than 60%	2	0.4496070201008484	11763
4129	Th	7:00 pm	conference	No	40% - 60%	2	0.3184903079501081	16743
4130	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.6830236485673516	13735
4131	M	5:00 pm	Rivalry	Yes	40% - 60%	1	0.4995943661678455	19362
